Title,Accession Number,Title2,Museum Name,Gallery Name,Object Type,Main Material,Medium,Manufacturing Technique,Main Artist,Artist's Nationality,Artist's Life Date / Bio Data,Author,Country,Provenance,Origin Place,Find Place,Scribe,Style,School,Patron/Dynasty,Period / Year of Work,Inscription,Mint,Weight,Brief Description,Detailed Description,Coin Description Obverse,Coin Description Reverse,Denomination,Dimensions,Component Material II,Tribe,Costume,Culture,Component Material III
Krishna and Putana (Demoness),AM-MIN-10,Krishan and Putana (Demoness),"Allahabad Museum, Allahabad",Miniature Painting,Miniature Painting,Paper,,Water Colour,Not Known,Indian,C.18th Century CE(1750 CE),NA,India,"Mewar, Udaipur, Rajasthan","Mewar, Udaipur, Rajasthan","Mewar, Udaipur, Rajasthan",NA,Rajasthani,Rajasthani,NA,C.18th Century CE 1750,Painting is illustrated in Devanagari script.,,,Painting depicts an illustrated scene from Bhagwata.,"A scene from Bhagwata. Picture shows on the top left corner 
Putana lifting in front Krishna.  A lady is seen seated at the 
gate. Another lady stands before her. In the centre stands a man 
who is raising his left hand towards a lady proceeding towards 
him. Below at the bottom left corner Shri Shukadeva ji is reading 
scriptures before a Raja. There are also seen three cows 
with two boy cowherds.",,,,29.21 x 19.05 cm,,NA,"Ladies in ghanghara, choli and odhani. Man in dhoti, angavastra and mukut.",NA,
Pair of elephants,AM-MIN-100,Pair of elephants,"Allahabad Museum, Allahabad",Miniature Painting,Miniature Paintings,Paper,Paper,Line Drawing,Not Known,Indian,C.18-19th century CE,NA,India,Rajasthan,Rajasthan,Rajasthan,NA,Rajasthani,Rajasthani,NA,C.18th century  CE,NA,,,"Picture, on one side, shows two pairs of elephants fighting, an elephant proceeding forward very fast and three dim human portraits. The other side shows a building, a temple of Hanuman ji and a cow milching her calf. Black line drawing.","Picture, on one side, shows two pairs of elephants fighting, an elephant proceeding forward very fast and three dim human portraits. The other side shows a building, a temple of Hanuman ji and a cow milching her calf. Black line drawing.",,,,27.94 x 19.05 cm,,NA,NA,NA,
Animals,AM-MIN-101,Animals,"Allahabad Museum, Allahabad",Miniature Painting,Miniature Painting,Paper,,Line Drawing,Not Known,Indian,C.18-19th Century CE,NA,India,Rajasthan,Rajasthan,Rajasthan,NA,Rajasthani,Rajasthani,NA,C.18-19th Century CE,NA,,,Picture shows a few animals and birds.,"Picture shows a lion, a boar, a monkey, a parrot and a pair of 
peacocks. It is made with black line drawing.",,,,22.86 x 12.7 cm,,NA,NA,NA,
Raja Reading Letter,AM-MIN-102,Raja Reading Letter,"Allahabad Museum, Allahabad",Miniature Painting,Miniature Painting,Paper,,Water Colour,Not known,Indian,C.18-19th Century CE,NA,India,Rajasthan,Rajasthan,Rajasthan,NA,Rajasthani,Rajasthani,NA,C.18-19th Century CE,Painting with illustration in Devnagri script on top.,,,"Picture shows a Raja seated in a camp reading a letter and smoking 
hukka.","Picture shows a Raja seated in a camp reading a letter and smoking 
hukka. A man with folded hands is seated in front of him. Another man 
stands outside with support of a staff. It is made with black line 
drawing.",,,,26.035 x 24.765 cm,Black Ink,NA,"Gherdar jama-pajama,pagree, and kamarbandh.",NA,
Royal personages,AM-MIN-103,Royal personages,"Allahabad Museum, Allahabad",Miniature Painting,Miniature Paintings,Paper,,Line Drawing,Not Known,Indian,C.18-19th century CE,NA,India,Rajasthan,Rajasthan,Rajasthan,NA,Rajasthani,Rajasthani,NA,C.18-19th century  CE,Inscription is written in Devnagri script.,,,Picture shows two royal personages seated on different elephants and enjoying a dance and music performance in front. A third elephant also is seen with some people on it.   A large number of soldiers and nobles also are seen around them. Black line drawing.,Picture shows two royal personages seated on different elephants and enjoying a dance and music performance in front. A third elephant also is seen with some people on it.   A large number of soldiers and nobles also are seen around them. Black line drawing.,,,,50.8 x 33.655 cm,,NA,"Mostly the people in Bagalbandi,pagree & kamarbandh.",NA,
Gods and Devotees,AM-MIN-104,Gods and Devotees,"Allahabad Museum, Allahabad",Miniature Painting,Miniature Painting,Paper,,Line Drawing on Paper,Not known,Indian,C.18-19th Century CE,NA,India,Rajasthan,Rajasthan,Rajasthan,NA,Rajasthani,Rajasthani,NA,C.18-19th Century CE,Painting with illustration in Devnagari script.,,,Picture shows dods and devotees.,"Picture shows a hilly region filled with couple and a large number 
of devotees in the upper half portion. At the top are shown five 
vimanas which have elephant shaped front part.  Each viman is 
occupied by one man or god. In the lower half of the picture men 
and women are shown going in one particular direction. There are 
many horses and one chariot  are made in the picture. On the left 
temple like buildings are seen. In the centre four persons are 
engaged in conversation in a veranda. It is made with black line 
drawing.",,,,35.56 x 27.305 cm,Black Ink,NA,Dresses are not clear but mostly people are wearing gherdar jama-pajama,NA,
Man Riding Horse,AM-MIN-105,Man Riding Horse,"Allahabad Museum, Allahabad",Miniature Painting,Miniature Painting,Paper,,Water Colour and  Line Drawing,Not known,Indian,C.18-19th century CE,NA,India,Rajasthan,Rajasthan,Rajasthan,NA,Rajasthani,Rajasthani,NA,C.18-19th century CE,NA,,,Picture shows a man riding on a horse.,"Picture shows a man riding on a horse. He is holding a sword on his 
waist. Line drawing is made with black ink.",,,,23.495 x 25.4 cm,Black Ink,NA,"Jama, kamarband and pagree",NA,
Caprisoned Elephant,AM-MIN-106,Caprisoned Elephant,"Allahabad Museum, Allahabad",Miniature Painting,Miniature Paintings,Paper,Paper,Water Colour & line drawing,Not Known,Indian,C.18-19th century CE,NA,India,Rajasthan,Rajasthan,Rajasthan,NA,Rajasthani,Rajasthani,NA,C.18-19th century  CE,NA,,,Picture shows a well caprisoned elephant running towards right. The other side shows an elephant killing a buffalo holding its tail in his trunk.,Picture shows a well caprisoned elephant running towards right. The other side shows an elephant killing a buffalo holding its tail in his trunk.,,,,35.56 x 19.685 cm,,NA,NA,NA,
Rani Witnessing Battle Scene,AM-MIN-107,Rani Witnessing Battle Scene,"Allahabad Museum, Allahabad",Miniature Painting,Miniature Painting,Paper,,Line Drawing,Not known,Indian,C.18-19th century CE,NA,India,Rajasthan,Rajasthan,Rajasthan,NA,Rajasthani,Rajasthani,NA,C.18-19th Century CE,Various inscription is written in Devnagri script.,,,Picture shows a Raniis watching a battle scene on the ground.,"Picture shows a Rani on the top left corner pointing out below 
from her balcony. Below a battle scene is depicted. A horse rider 
is seen on the ground near a lady. Above the scene, a group of 
ladies stands with folded hands. Line drawing is made with black 
color.",,,,29.845 x 15.24 cm,,NA,"Lady wearing ghaghra, chowli and odhni; gents are wearing topi, dhoti and kamarband",NA,
Bal Krishna Leela,AM-MIN-11,Bal Krishna Leela,"Allahabad Museum, Allahabad",Miniature Painting,Miniature Painting,Paper,,Water Colour,Not Known,Indian,C.18th Century CE,NA,India,"Mewar, Udaipur, Rajasthan","Mewar, Udaipur, Rajasthan","Mewar, Udaipur, Rajasthan",NA,Rajasthani,Rajasthani,NA,C.18th Century CE,Painting is illustrated in Devanagari script.,,,An illustrated painting from Bhagwata.,"An illustrated painting from Bhagwata.  In the centre Nandji and 
others are seated on a bullock-cart and moving towards the gate. 
On the right side bottom corner Shri Shukadeva ji is seen reading 
Bhagwata on the right top corner a seated male and female are 
engaged in conversation. On the left top corner Yasoda is holding 
Krishna on her lap and one person is moving towards another lady 
seated near by.",,,,29.21 x 19.05 cm,,NA,"Ladies in ghanghara, choli and odhani. Some man in jama; some in dhoti; angavastra.",NA,
King Bust,AM-MIN-110,King Bust,"Allahabad Museum, Allahabad",Miniature Painting,Miniature Painting,Paper,,Line Drawing on Paper,Not Known,Indian,C.18-19th Century CE,NA,India,Rajasthan,Rajasthan,NA,NA,Rajasthani,Rajasthani,NA,C.18-19th Century CE,Painting is inscribed as 'Mirapuran Naveegji'.,,,Picture shows the bust of a king.,"Picture shows the bust of a king. He is wearing a turban. He has 
long mustache.",,,,14.605 x 13.97 cm,,NA,Kurta and topi,NA,
Couple Seated on Camel,AM-MIN-111,Couple Seated on Camel,"Allahabad Museum, Allahabad",Miniature Painting,Miniature Painting,Paper,,Water Colour,Not Known,Indian,C.18th-19th Century CE,NA,India,Rajasthan,Rajasthan,Rajasthan,NA,Rajasthani,Rajasthani,NA,C.18th-19th Century CE,,,,"Picture shows a couple seated on a camel whose body and limbs are 
made of animals.","Picture shows a couple seated on a camel whose body and limbs are 
made of animals. One lady is seated on the neck of the camel. One 
male and female is seen above the forelegs of the animal holding a 
sitar and a drum respectively.",,,,25.4 x 21.59 cm,,NA,"Man in dhoti, kamarband and mukut.",NA,
Raja,AM-MIN-112,Raja,"Allahabad Museum, Allahabad",Miniature Painting,Miniature Painting,Paper,,Water Colour,Not Known,Indian,C.18-19th Century CE,NA,India,Rajasthan,Rajasthan,Rajasthan,NA,Rajasthani,Rajasthani,NA,C.18-19th Century  CE,Na,,,Picture shows a Raja seated on a running horse.,"Picture shows a Raja seated on a running horse. His right hand is up 
raised. He puts on green and red coloured garments.",,,,25.4 x 24.765 cm,,NA,"Gherdar jama-pajama, pagree and kamarbandh.",NA,
Ramayana Scene,AM-MIN-113,Ramayana Scene,"Allahabad Museum, Allahabad",Miniature Painting,Miniature Painting,Paper,,Water Colour,Not Known,Indian,C.18-19th Century CE,NA,India,Rajasthan,Rajasthan,Rajasthan,NA,Rajasthani,Rajasthani,NA,C.18-19th Century CE,Inscription is written in Devnagri script.,,,Picture depicts a scene from Ramayana .,"Picture depicts a scene from Ramayana which took place in Lanka. 
Sun rising is shown on the top left of the painting. Sita is sitting 
in the Asoka garden of Ravana shown under sun. Some Rakshasies are 
seated before Sita. Warriors of Ravana are made on the right side. 
Fighting scene of Kumbhakaran, Rama, Lakshman and others are shown 
below of the painting.",,,,46.355 x 26.67 cm,,NA,Hanuman  wearing langote and kamarbandh; others wearing dhoti and angvastra,NA,
Marriage Procession,AM-MIN-114,Marriage Procession,"Allahabad Museum, Allahabad",Miniature Painting,Miniature Painting,Paper,,Water Colour & Line Drawing,Not Known,Indian,C.18-19th Century CE,NA,India,Rajasthan,Rajasthan,Rajasthan,NA,Rajasthani,Rajasthani,NA,C.18-19th Century CE,NA,,,Picture shows Shiva is dancing in front of Parvati.,"Picture shows Parvati seated on a cushion attended by two ladies. Shiva 
is shown dancing in front of her. Ganesh ji, Brmha, Vishnu and Narada  
are playing different musical instruments. Nandi is also shown in 
dancing mode.",,,,25.4 x 22.225 cm,,NA,Ladies wearing lehanga and odhni; Lord Shiva wearing dhoti.,NA,
Raja,AM-MIN-115,Raja,"Allahabad Museum, Allahabad",Miniature Painting,Miniature Paintings,Paper,Paper,Water Colour & line drawing,Not Known,Indian,C.18-19th century CE,NA,India,Rajasthan,Rajasthan,Rajasthan,NA,Rajasthani,Rajasthani,NA,C.18-19th century  CE,NA,,,Picture shows on one side a Raja riding on a horse. On the other side a king is seen seated on a chair and other incomplete figures are also seen there.,Picture shows on one side a Raja riding on a horse. On the other side a king is seen seated on a chair and other incomplete figures are also seen there.,,,,24.765 x 21.59 cm,,NA,Bagalbandi & pagree.,NA,
Shri Nathji,AM-MIN-116,Shri Nathji,"Allahabad Museum, Allahabad",Miniature Painting,Miniature Painting,Paper,Paper,Water Colour & line drawing,Not Known,Indian,C.18-19th century CE,NA,India,Rajasthan,Rajasthan,Rajasthan,NA,Rajasthani,Rajasthani,NA,C.18-19th century  CE,NA,,,On the upper part of the picture is seen a temple of Shri Nathji and two devotees on either side are engaged in worship. In the lower portion two elephants and two royal figures stand on either of the sides of a temple with stairs in front. On the other side a lady is seen holding a book and a cross. Hair decorate with leaves and fruits.,On the upper part of the picture is seen a temple of Shri Nathji and two devotees on either side are engaged in worship. In the lower portion two elephants and two royal figures stand on either of the sides of a temple with stairs in front. On the other side a lady is seen holding a book and a cross. Hair decorate with leaves and fruits.,,,,29.845 x 20.955 cm,,NA,Not clear,NA,
Elephant killing buffalo,AM-MIN-117,Elephant killing buffalo,"Allahabad Museum, Allahabad",Miniature Painting,Miniature Paintings,Paper,,Water Colour & line drawing,Not Known,Indian,C.18-19th century CE,NA,India,Rajasthan,Rajasthan,Rajasthan,NA,Rajasthani,Rajasthani,NA,C.18-19th century  CE,Various inscription is written in Devnagri script.,,,Picture shows an elephant with a rider who is killing a buffalo. The other side of the painting contains the portraits of on English couple seated together.,Picture shows an elephant with a rider who is killing a buffalo. The other side of the painting contains the portraits of on English couple seated together.,,,,36.83 x 27.305 cm,,NA,Not clear,NA,
A Pair of Camel,AM-MIN-118,A Pair of Camel,"Allahabad Museum, Allahabad",Miniature Painting,Miniature Painting,Paper,,Line Drawing,Not known,Indian,NA,NA,India,Rajasthan,Rajasthan,Rajasthan,NA,Rajasthani,Rajasthani,NA,Not Available,NA,,,Picture shows a pair of camel.,Picture shows a pair of camels. It is depicted in erotic mood.,,,,19.05 x 15.875 cm,,NA,NA,NA,
Radha and Krishna,AM-MIN-12,Radha and Krishna,"Allahabad Museum, Allahabad",Miniature Painting,Miniature Painting,Paper,,Water Colour,Not Known,Indian,C.18th Century CE(1750 CE),NA,India,"Mewar, Udaipur, Rajasthan","Mewar, Udaipur, Rajasthan","Mewar, Udaipur, Rajasthan",NA,Rajasthani,Rajasthani,NA,C.18th Century CE 1750,NA,,,Picture shows a scene form Bhagwata.,"Picture shows Radha and Krishna seated facing each other and 
engaged in conversation. A female attendant holding a flywhisk of 
peacock feather stands behind Krishna.  Behind Radha also stand 
two female attendants. One of them holds a cup and small jar while 
the other a plate containing edibles.  Below on the right side 
there is a room inside which is placed a cot.",,,,30.48 x 19.685 cm,,NA,"Ladies in ghanghara, choli and odhani; Lord Krishna in dhoti and mukut.",NA,
Lion Hunt,AM-MIN-120,Lion Hunt,"Allahabad Museum, Allahabad",Miniature Painting,Miniature Painting,Paper,Water Colour,Water Colour,Not Known,Indian,C.19th century CE,NA,India,Rajasthan,Rajasthan,Rajasthan,NA,Rajasthani,Rajasthani,NA,C.19th century  CE,NA,,,"Picture shows a Raja seated on an elephant shooting two lions 
coming torwards him. The other side contains a horse without is 
rider, a lion and a Raja on a horse.","Picture shows a Raja seated on an elephant shooting two lions 
coming torwards him. The other side contains a horse without is 
rider, a lion and a Raja on a horse.",,,,42.545 x 31.75 cm,,NA,Dhoti & Kurta,NA,
Raja,AM-MIN-122,Raja,"Allahabad Museum, Allahabad",Miniature Painting,Miniature Painting,Paper,,Water Colour,Not known,Indian,C.18-19th Century CE,NA,India,Rajasthan,Rajasthan,Rajasthan,NA,Rajasthani,Rajasthani,NA,C.18-19th Century CE,NA,,,Picture shows a Raja holding something in his right hand.,"Picture shows a Raja holding something in his right hand. He is 
wearing a green Achakan and yellow turbon. A decorated border with 
floral design is shown on the top left side of the painting.",,,,16.51 x 6.985 cm,,NA,"Pagree, kamarbandh and jama",NA,
Arjun in the Battle,AM-MIN-123,Arjun in the Battle,"Allahabad Museum, Allahabad",Miniature Painting,Miniature Painting,Paper,,Water colour & Line Drawing,Not known,Indian,C.18-19th Century CE,NA,India,Rajasthan,Rajasthan,Rajasthan,NA,Rajasthani,Rajasthani,NA,C.18-19th Century CE,NA,,,"Line drawing shows the chariot of Arjun in the battle field of 
Kurukshetra, Sri Nathji and two devotees on both sides.","Line drawing shows the chariot of Arjun in the battle field of 
Kurukshetra. Krishna is seen explaining him something. Other figures 
too are seen in the field. The reverse side contains the figure of 
Sri Nathji and two devotees on either side.",,,,20.32 x 14.605 cm,,NA,"Lord Krishna wearing pitambara, Arjun wearing dhoti and angvastra; women wearing saree.",NA,
Portrait of a Beared Man,AM-MIN-124,Portrait of a Beared Man,"Allahabad Museum, Allahabad",Miniature Painting,Miniature Painting,Paper,,Water Colour & Line Drawing,Not known,Indian,C.18-19th Century CE,NA,India,Rajasthan,Rajasthan,Rajasthan,NA,Rajasthani,Rajasthani,NA,C.18-19th Century CE,NA,,,"Picture of line drawing shows the portrait of a person having long 
beard.","Picture of line drawing shows the portrait of a person having long 
beard. He is wearing a pagdi(head dress).",,,,8.89 x 5.715 cm,Black Ink,NA,Pagree and kurta,NA,
Hunting Scene,AM-MIN-125,Hunting Scene,"Allahabad Museum, Allahabad",Miniature Painting,Miniature Painting,Paper,,NA,Not Known,Indian,C.18-19th Century CE,NA,India,Rajasthan,Rajasthan,Rajasthan,NA,Rajasthani,Rajasthani,NA,C.18-19th Century CE,NA,,,Picture depicts a hunting scene.,"Picture depicts a hunting scene. People are driving wild animals from 
the right side to ensure them in a net. On the left a royal personage is 
shooting a lion from the top of a building. Four persons are shown 
behind him.",,,,33.02 x 22.225 cm,,NA,"Raja wearing pagree, kamarband and under portion is not clear; soldiers costumes is also not clear.",NA,
Raja with his Attendants,AM-MIN-126,Raja with his Attendants,"Allahabad Museum, Allahabad",Miniature Painting,Miniature Painting,Paper,,Water Colour and Line Drawing,Not Known,Not Known,C.1825 CE,NA,India,NA,Rajasthan,Rajasthan,NA,Rajasthani,Rajasthani,NA,C.1825 CE,Painting illustrated in Devnagri script.,,,"Painting shows a Raja seated on a chair. Three persons are seated in 
front of him and three behind him.","Painting shows a Raja seated on a chair. Three persons are seated in 
front of him and three behind him. Name of the person is inscribed in 
Devanagari script. The picture seems to be incomplete.",,,,33.02 x 22.86 cm,,NA,"Raja wearing pagree, kamarband and jama",NA,
Raja riding,AM-MIN-127,Raja riding,"Allahabad Museum, Allahabad",Miniature Painting,Miniature Painting,Paper,Paper,Water Colour & line drawing,Not Known,Indian,C.18-19th century CE,NA,India,Rajasthan,Rajasthan,Rajasthan,NA,Rajasthani,Rajasthani,NA,C.18-19th century  CE,NA,,,Painting shows a Raja riding on the back of a horse with his sword kept on one of his shoulders. An attendant on either of his sides is seen holding a flywhisk.,Painting shows a Raja riding on the back of a horse with his sword kept on one of his shoulders. An attendant on either of his sides is seen holding a flywhisk.,,,,27.94 x 24.13 cm,,NA,"Men in bagalbandi,kamarband & Pagree.",NA,
Marriage Ceremony,AM-MIN-128,Marriage Ceremony,"Allahabad Museum, Allahabad",Miniature Painting,Miniature Painting,Paper,,NA,Not Known,Not Known,C.1825 CE,NA,India,"Kota , Rajasthan","Kota , Rajasthan","Kota , Rajasthan",NA,Rajasthani,Rajasthani,NA,C.1825 CE,NA,,,Marriage ceremony is shown with line drawing.,"Painting shows a marriage ceremony of a Raja and Rani seated face to 
face under a canopy(mandop). One male attendant on either side holding a fan. Below a man is shown giving something (cloth may be a dhoti) to the 
other. Another man stands with a fan behind the man standing on the 
right side. Painting is highly damaged..",,,,30.48 x 31.75 cm,,NA,"Lady wearing saree; man wearing jama, pagree and uttariya.",NA,
Lady Solider,AM-MIN-129,Lady Solider,"Allahabad Museum, Allahabad",Miniature Painting,Miniature Painting,Paper,,Line Drawing,Not Known,Indian,C.1850 CE,NA,India,"Kota, Rajasthan","Kota, Rajasthan","Kota, Rajasthan",NA,Rajasthani,Rajasthani,NA,C.1850 CE,NA,,,Picture shows a lady standing holding a gun.,"Picture shows a lady standing holding a gun on his left hand. She is 
putting lipstick on her lips by her right hand. The picture is 
incomplete. It is made with black line drawing.",,,,22.225 x 16.51 cm,Black Ink,NA,"Ghanghra, choli and odhni",NA,
Panchan Nayika,AM-MIN-13,Panchan Nayika,"Allahabad Museum, Allahabad",Miniature Painting,Miniature Painting,Paper,,Water Colour,Not Known,Indian,C.18th Century CE,NA,India,"Mewar, Udaipur, Rajasthan","Mewar, Udaipur, Rajasthan","Mewar, Udaipur, Rajasthan",NA,Rajasthani,Rajasthani,NA,C.18th Century CE,Painting is illustrated in Devanagari script.,,,"An illustration of Kesavadesa's poem which describes the 
characteristics of a Panchan Nayika.","Picture shows on the right a pavilion inside which a lady is seen 
seated on a Chauki and engaged in talking to another lady seated 
in front. A female attendant stands behind her holding a flywhisk 
made of peacock feathers. Her lover is hearing their conversation 
hiding himself behind a wall and another lady is watching his 
movements from behind. It is an illustration of Kesavadesa's poem 
which describes the characteristics of a Panchan Nayika.",,,,30.48 x 19.685 cm,,NA,"Man in jama & mukut. Ladies in ghanghara, choli & odhani.",NA,
Dashvataar,AM-MIN-130,Dashvataar,"Allahabad Museum, Allahabad",Miniature Painting,Miniature Painting,Paper,,Line Drawing,Not known,Indian,C.18-19th century CE,NA,India,Rajasthan,Rajasthan,Rajasthan,NA,Rajasthani,Rajasthani,NA,C.18-19th century CE,NA,,,Picture shows various incarnations of Lord Vishnu.,"Picture shows various incarnations of Lord Vishnu and scene of 
churning of the oceans by gods and demons. It is made by line 
drawing.",,,,24.13 x 16.51 cm,,NA,Mostly wearing dhoti and kamarband.,NA,
